image,breed_id,species,breed
Ragdoll_18,2,cat,Ragdoll
chihuahua_20,23,dog,chihuahua
Sphynx_137,7,cat,Sphynx
american_pit_bull_terrier_109,26,dog,american_pit_bull_terrier
newfoundland_7,34,dog,newfoundland
pug_10,27,dog,pug
Birman_67,10,cat,Birman
miniature_pinscher_13,19,dog,miniature_pinscher
german_shorthaired_88,15,dog,german_shorthaired
german_shorthaired_49,15,dog,german_shorthaired
boxer_116,17,dog,boxer
basset_hound_120,33,dog,basset_hound
Sphynx_56,7,cat,Sphynx
english_cocker_spaniel_120,29,dog,english_cocker_spaniel
keeshond_132,28,dog,keeshond
german_shorthaired_163,15,dog,german_shorthaired
basset_hound_5,33,dog,basset_hound
boxer_81,17,dog,boxer
german_shorthaired_33,15,dog,german_shorthaired
scottish_terrier_31,24,dog,scottish_terrier
miniature_pinscher_37,19,dog,miniature_pinscher
Abyssinian_10,6,cat,Abyssinian
pomeranian_199,31,dog,pomeranian
Birman_68,10,cat,Birman
newfoundland_79,34,dog,newfoundland
havanese_118,13,dog,havanese
Birman_29,10,cat,Birman
Maine_Coon_170,4,cat,Maine_Coon
samoyed_180,16,dog,samoyed
american_bulldog_68,36,dog,american_bulldog
chihuahua_50,23,dog,chihuahua
Maine_Coon_186,4,cat,Maine_Coon
american_bulldog_197,36,dog,american_bulldog
havanese_71,13,dog,havanese
Bombay_182,3,cat,Bombay
chihuahua_152,23,dog,chihuahua
english_setter_70,21,dog,english_setter
beagle_157,35,dog,beagle
Birman_138,10,cat,Birman
japanese_chin_127,22,dog,japanese_chin
english_cocker_spaniel_183,29,dog,english_cocker_spaniel
scottish_terrier_48,24,dog,scottish_terrier
german_shorthaired_99,15,dog,german_shorthaired
Russian_Blue_129,11,cat,Russian_Blue
american_bulldog_26,36,dog,american_bulldog
american_pit_bull_terrier_178,26,dog,american_pit_bull_terrier
Sphynx_159,7,cat,Sphynx
saint_bernard_98,32,dog,saint_bernard
japanese_chin_24,22,dog,japanese_chin
Egyptian_Mau_93,0,cat,Egyptian_Mau
japanese_chin_56,22,dog,japanese_chin
saint_bernard_26,32,dog,saint_bernard
shiba_inu_33,20,dog,shiba_inu
samoyed_187,16,dog,samoyed
boxer_14,17,dog,boxer
german_shorthaired_135,15,dog,german_shorthaired
keeshond_95,28,dog,keeshond
Birman_198,10,cat,Birman
yorkshire_terrier_78,25,dog,yorkshire_terrier
american_bulldog_98,36,dog,american_bulldog
great_pyrenees_121,12,dog,great_pyrenees
beagle_160,35,dog,beagle
american_pit_bull_terrier_122,26,dog,american_pit_bull_terrier
leonberger_197,18,dog,leonberger
american_bulldog_10,36,dog,american_bulldog
chihuahua_128,23,dog,chihuahua
Siamese_173,5,cat,Siamese
american_bulldog_21,36,dog,american_bulldog
keeshond_170,28,dog,keeshond
samoyed_156,16,dog,samoyed
american_pit_bull_terrier_146,26,dog,american_pit_bull_terrier
pomeranian_152,31,dog,pomeranian
great_pyrenees_43,12,dog,great_pyrenees
saint_bernard_10,32,dog,saint_bernard
British_Shorthair_97,8,cat,British_Shorthair
basset_hound_145,33,dog,basset_hound
japanese_chin_75,22,dog,japanese_chin
saint_bernard_118,32,dog,saint_bernard
staffordshire_bull_terrier_15,30,dog,staffordshire_bull_terrier
Ragdoll_192,2,cat,Ragdoll
Bombay_133,3,cat,Bombay
Russian_Blue_59,11,cat,Russian_Blue
great_pyrenees_190,12,dog,great_pyrenees
leonberger_30,18,dog,leonberger
shiba_inu_189,20,dog,shiba_inu
Bengal_162,9,cat,Bengal
Ragdoll_193,2,cat,Ragdoll
american_bulldog_143,36,dog,american_bulldog
leonberger_34,18,dog,leonberger
Birman_137,10,cat,Birman
Egyptian_Mau_70,0,cat,Egyptian_Mau
shiba_inu_118,20,dog,shiba_inu
Abyssinian_26,6,cat,Abyssinian
wheaten_terrier_183,14,dog,wheaten_terrier
yorkshire_terrier_70,25,dog,yorkshire_terrier
saint_bernard_171,32,dog,saint_bernard
american_bulldog_27,36,dog,american_bulldog
yorkshire_terrier_111,25,dog,yorkshire_terrier
pug_169,27,dog,pug
Bombay_161,3,cat,Bombay
newfoundland_118,34,dog,newfoundland
newfoundland_113,34,dog,newfoundland
basset_hound_28,33,dog,basset_hound
yorkshire_terrier_114,25,dog,yorkshire_terrier
chihuahua_99,23,dog,chihuahua
japanese_chin_124,22,dog,japanese_chin
Siamese_194,5,cat,Siamese
newfoundland_44,34,dog,newfoundland
Bombay_63,3,cat,Bombay
german_shorthaired_200,15,dog,german_shorthaired
Bengal_80,9,cat,Bengal
Birman_36,10,cat,Birman
boxer_182,17,dog,boxer
staffordshire_bull_terrier_202,30,dog,staffordshire_bull_terrier
miniature_pinscher_139,19,dog,miniature_pinscher
havanese_94,13,dog,havanese
Abyssinian_205,6,cat,Abyssinian
Russian_Blue_67,11,cat,Russian_Blue
english_cocker_spaniel_124,29,dog,english_cocker_spaniel
english_cocker_spaniel_55,29,dog,english_cocker_spaniel
pomeranian_49,31,dog,pomeranian
Bengal_139,9,cat,Bengal
japanese_chin_158,22,dog,japanese_chin
boxer_173,17,dog,boxer
Bombay_9,3,cat,Bombay
Siamese_9,5,cat,Siamese
Bombay_39,3,cat,Bombay
Sphynx_204,7,cat,Sphynx
Bengal_73,9,cat,Bengal
pug_78,27,dog,pug
pomeranian_147,31,dog,pomeranian
english_setter_185,21,dog,english_setter
British_Shorthair_272,8,cat,British_Shorthair
wheaten_terrier_134,14,dog,wheaten_terrier
shiba_inu_143,20,dog,shiba_inu
german_shorthaired_42,15,dog,german_shorthaired
basset_hound_99,33,dog,basset_hound
american_bulldog_23,36,dog,american_bulldog
american_pit_bull_terrier_110,26,dog,american_pit_bull_terrier
saint_bernard_24,32,dog,saint_bernard
havanese_30,13,dog,havanese
chihuahua_37,23,dog,chihuahua
keeshond_119,28,dog,keeshond
scottish_terrier_146,24,dog,scottish_terrier
Russian_Blue_32,11,cat,Russian_Blue
miniature_pinscher_110,19,dog,miniature_pinscher
Persian_65,1,cat,Persian
boxer_155,17,dog,boxer
staffordshire_bull_terrier_71,30,dog,staffordshire_bull_terrier
scottish_terrier_185,24,dog,scottish_terrier
beagle_168,35,dog,beagle
saint_bernard_160,32,dog,saint_bernard
Siamese_5,5,cat,Siamese
japanese_chin_171,22,dog,japanese_chin
american_pit_bull_terrier_21,26,dog,american_pit_bull_terrier
english_cocker_spaniel_67,29,dog,english_cocker_spaniel
shiba_inu_101,20,dog,shiba_inu
boxer_20,17,dog,boxer
havanese_99,13,dog,havanese
pug_129,27,dog,pug
pomeranian_133,31,dog,pomeranian
shiba_inu_150,20,dog,shiba_inu
saint_bernard_7,32,dog,saint_bernard
Birman_145,10,cat,Birman
Abyssinian_134,6,cat,Abyssinian
Bengal_169,9,cat,Bengal
Birman_134,10,cat,Birman
pug_171,27,dog,pug
Russian_Blue_18,11,cat,Russian_Blue
boxer_96,17,dog,boxer
basset_hound_73,33,dog,basset_hound
havanese_12,13,dog,havanese
Egyptian_Mau_52,0,cat,Egyptian_Mau
american_bulldog_182,36,dog,american_bulldog
miniature_pinscher_73,19,dog,miniature_pinscher
Persian_194,1,cat,Persian
english_setter_57,21,dog,english_setter
chihuahua_58,23,dog,chihuahua
american_pit_bull_terrier_36,26,dog,american_pit_bull_terrier
Russian_Blue_207,11,cat,Russian_Blue
yorkshire_terrier_128,25,dog,yorkshire_terrier
english_cocker_spaniel_88,29,dog,english_cocker_spaniel
beagle_2,35,dog,beagle
havanese_193,13,dog,havanese
beagle_64,35,dog,beagle
Sphynx_33,7,cat,Sphynx
miniature_pinscher_149,19,dog,miniature_pinscher
yorkshire_terrier_102,25,dog,yorkshire_terrier
chihuahua_74,23,dog,chihuahua
leonberger_151,18,dog,leonberger
Bombay_25,3,cat,Bombay
Abyssinian_220,6,cat,Abyssinian
american_bulldog_12,36,dog,american_bulldog
wheaten_terrier_123,14,dog,wheaten_terrier
leonberger_164,18,dog,leonberger
Bengal_61,9,cat,Bengal
Birman_119,10,cat,Birman
saint_bernard_13,32,dog,saint_bernard
Ragdoll_158,2,cat,Ragdoll
great_pyrenees_61,12,dog,great_pyrenees
Birman_144,10,cat,Birman
Maine_Coon_119,4,cat,Maine_Coon
pomeranian_128,31,dog,pomeranian
keeshond_19,28,dog,keeshond
newfoundland_6,34,dog,newfoundland
Siamese_193,5,cat,Siamese
staffordshire_bull_terrier_117,30,dog,staffordshire_bull_terrier
pomeranian_33,31,dog,pomeranian
basset_hound_64,33,dog,basset_hound
samoyed_196,16,dog,samoyed
Sphynx_38,7,cat,Sphynx
Bengal_45,9,cat,Bengal
samoyed_64,16,dog,samoyed
boxer_104,17,dog,boxer
boxer_124,17,dog,boxer
american_bulldog_177,36,dog,american_bulldog
staffordshire_bull_terrier_86,30,dog,staffordshire_bull_terrier
samoyed_154,16,dog,samoyed
Egyptian_Mau_28,0,cat,Egyptian_Mau
american_bulldog_58,36,dog,american_bulldog
staffordshire_bull_terrier_26,30,dog,staffordshire_bull_terrier
leonberger_100,18,dog,leonberger
wheaten_terrier_59,14,dog,wheaten_terrier
samoyed_8,16,dog,samoyed
american_bulldog_161,36,dog,american_bulldog
Sphynx_19,7,cat,Sphynx
pug_70,27,dog,pug
Persian_16,1,cat,Persian
basset_hound_9,33,dog,basset_hound
keeshond_153,28,dog,keeshond
Ragdoll_197,2,cat,Ragdoll
Abyssinian_125,6,cat,Abyssinian
newfoundland_186,34,dog,newfoundland
pomeranian_126,31,dog,pomeranian
english_setter_26,21,dog,english_setter
pomeranian_25,31,dog,pomeranian
British_Shorthair_112,8,cat,British_Shorthair
english_setter_18,21,dog,english_setter
havanese_26,13,dog,havanese
great_pyrenees_19,12,dog,great_pyrenees
Bombay_208,3,cat,Bombay
Ragdoll_235,2,cat,Ragdoll
american_bulldog_32,36,dog,american_bulldog
chihuahua_134,23,dog,chihuahua
staffordshire_bull_terrier_111,30,dog,staffordshire_bull_terrier
beagle_68,35,dog,beagle
staffordshire_bull_terrier_24,30,dog,staffordshire_bull_terrier
scottish_terrier_73,24,dog,scottish_terrier
Maine_Coon_195,4,cat,Maine_Coon
miniature_pinscher_21,19,dog,miniature_pinscher
pomeranian_169,31,dog,pomeranian
Maine_Coon_19,4,cat,Maine_Coon
scottish_terrier_2,24,dog,scottish_terrier
shiba_inu_168,20,dog,shiba_inu
pug_120,27,dog,pug
scottish_terrier_102,24,dog,scottish_terrier
english_setter_8,21,dog,english_setter
Egyptian_Mau_89,0,cat,Egyptian_Mau
havanese_184,13,dog,havanese
great_pyrenees_89,12,dog,great_pyrenees
yorkshire_terrier_155,25,dog,yorkshire_terrier
english_cocker_spaniel_21,29,dog,english_cocker_spaniel
beagle_164,35,dog,beagle
Persian_145,1,cat,Persian
great_pyrenees_70,12,dog,great_pyrenees
pug_22,27,dog,pug
Abyssinian_128,6,cat,Abyssinian
Birman_28,10,cat,Birman
chihuahua_1,23,dog,chihuahua
samoyed_98,16,dog,samoyed
english_setter_118,21,dog,english_setter
newfoundland_179,34,dog,newfoundland
Siamese_187,5,cat,Siamese
havanese_115,13,dog,havanese
Persian_81,1,cat,Persian
japanese_chin_184,22,dog,japanese_chin
Maine_Coon_83,4,cat,Maine_Coon
Ragdoll_110,2,cat,Ragdoll
american_bulldog_102,36,dog,american_bulldog
japanese_chin_111,22,dog,japanese_chin
newfoundland_191,34,dog,newfoundland
american_bulldog_104,36,dog,american_bulldog
chihuahua_114,23,dog,chihuahua
american_pit_bull_terrier_57,26,dog,american_pit_bull_terrier
Ragdoll_142,2,cat,Ragdoll
keeshond_1,28,dog,keeshond
pomeranian_80,31,dog,pomeranian
Ragdoll_146,2,cat,Ragdoll
boxer_191,17,dog,boxer
samoyed_79,16,dog,samoyed
german_shorthaired_148,15,dog,german_shorthaired
Maine_Coon_6,4,cat,Maine_Coon
leonberger_147,18,dog,leonberger
japanese_chin_149,22,dog,japanese_chin
staffordshire_bull_terrier_58,30,dog,staffordshire_bull_terrier
english_setter_195,21,dog,english_setter
great_pyrenees_194,12,dog,great_pyrenees
staffordshire_bull_terrier_65,30,dog,staffordshire_bull_terrier
english_setter_106,21,dog,english_setter
english_cocker_spaniel_8,29,dog,english_cocker_spaniel
saint_bernard_123,32,dog,saint_bernard
havanese_82,13,dog,havanese
japanese_chin_97,22,dog,japanese_chin
Birman_25,10,cat,Birman
saint_bernard_48,32,dog,saint_bernard
shiba_inu_19,20,dog,shiba_inu
pug_47,27,dog,pug
Russian_Blue_180,11,cat,Russian_Blue
Sphynx_67,7,cat,Sphynx
Abyssinian_112,6,cat,Abyssinian
samoyed_160,16,dog,samoyed
wheaten_terrier_50,14,dog,wheaten_terrier
pug_125,27,dog,pug
scottish_terrier_143,24,dog,scottish_terrier
yorkshire_terrier_158,25,dog,yorkshire_terrier
japanese_chin_125,22,dog,japanese_chin
german_shorthaired_193,15,dog,german_shorthaired
scottish_terrier_33,24,dog,scottish_terrier
chihuahua_118,23,dog,chihuahua
Bengal_99,9,cat,Bengal
beagle_29,35,dog,beagle
Russian_Blue_93,11,cat,Russian_Blue
leonberger_200,18,dog,leonberger
Egyptian_Mau_127,0,cat,Egyptian_Mau
english_cocker_spaniel_15,29,dog,english_cocker_spaniel
Siamese_174,5,cat,Siamese
British_Shorthair_156,8,cat,British_Shorthair
Birman_8,10,cat,Birman
miniature_pinscher_89,19,dog,miniature_pinscher
Siamese_79,5,cat,Siamese
japanese_chin_47,22,dog,japanese_chin
pomeranian_125,31,dog,pomeranian
havanese_96,13,dog,havanese
keeshond_85,28,dog,keeshond
shiba_inu_110,20,dog,shiba_inu
chihuahua_153,23,dog,chihuahua
german_shorthaired_140,15,dog,german_shorthaired
Maine_Coon_1,4,cat,Maine_Coon
chihuahua_149,23,dog,chihuahua
Persian_155,1,cat,Persian
Abyssinian_40,6,cat,Abyssinian
staffordshire_bull_terrier_149,30,dog,staffordshire_bull_terrier
scottish_terrier_199,24,dog,scottish_terrier
samoyed_176,16,dog,samoyed
great_pyrenees_132,12,dog,great_pyrenees
newfoundland_68,34,dog,newfoundland
Abyssinian_143,6,cat,Abyssinian
miniature_pinscher_177,19,dog,miniature_pinscher
beagle_77,35,dog,beagle
Russian_Blue_143,11,cat,Russian_Blue
american_pit_bull_terrier_63,26,dog,american_pit_bull_terrier
Bombay_47,3,cat,Bombay
British_Shorthair_198,8,cat,British_Shorthair
Bombay_20,3,cat,Bombay
Siamese_113,5,cat,Siamese
havanese_10,13,dog,havanese
staffordshire_bull_terrier_115,30,dog,staffordshire_bull_terrier
Birman_24,10,cat,Birman
Abyssinian_7,6,cat,Abyssinian
Bengal_185,9,cat,Bengal
Sphynx_242,7,cat,Sphynx
pomeranian_164,31,dog,pomeranian
Maine_Coon_148,4,cat,Maine_Coon
Birman_154,10,cat,Birman
Sphynx_252,7,cat,Sphynx
beagle_93,35,dog,beagle
saint_bernard_99,32,dog,saint_bernard
Persian_25,1,cat,Persian
chihuahua_161,23,dog,chihuahua
keeshond_184,28,dog,keeshond
pomeranian_185,31,dog,pomeranian
Persian_56,1,cat,Persian
shiba_inu_106,20,dog,shiba_inu
german_shorthaired_105,15,dog,german_shorthaired
pug_160,27,dog,pug
scottish_terrier_124,24,dog,scottish_terrier
British_Shorthair_109,8,cat,British_Shorthair
staffordshire_bull_terrier_44,30,dog,staffordshire_bull_terrier
yorkshire_terrier_11,25,dog,yorkshire_terrier
saint_bernard_181,32,dog,saint_bernard
Persian_104,1,cat,Persian
english_cocker_spaniel_7,29,dog,english_cocker_spaniel
shiba_inu_98,20,dog,shiba_inu
american_pit_bull_terrier_119,26,dog,american_pit_bull_terrier
scottish_terrier_69,24,dog,scottish_terrier
Russian_Blue_174,11,cat,Russian_Blue
Birman_123,10,cat,Birman
British_Shorthair_189,8,cat,British_Shorthair
english_cocker_spaniel_132,29,dog,english_cocker_spaniel
staffordshire_bull_terrier_129,30,dog,staffordshire_bull_terrier
american_bulldog_189,36,dog,american_bulldog
shiba_inu_112,20,dog,shiba_inu
wheaten_terrier_184,14,dog,wheaten_terrier
boxer_3,17,dog,boxer
yorkshire_terrier_159,25,dog,yorkshire_terrier
great_pyrenees_2,12,dog,great_pyrenees
samoyed_151,16,dog,samoyed
Persian_123,1,cat,Persian
British_Shorthair_75,8,cat,British_Shorthair
shiba_inu_185,20,dog,shiba_inu
beagle_62,35,dog,beagle
Maine_Coon_131,4,cat,Maine_Coon
basset_hound_128,33,dog,basset_hound
Abyssinian_72,6,cat,Abyssinian
Persian_84,1,cat,Persian
basset_hound_152,33,dog,basset_hound
american_bulldog_194,36,dog,american_bulldog
havanese_137,13,dog,havanese
beagle_196,35,dog,beagle
pomeranian_19,31,dog,pomeranian
shiba_inu_92,20,dog,shiba_inu
Siamese_25,5,cat,Siamese
yorkshire_terrier_152,25,dog,yorkshire_terrier
basset_hound_112,33,dog,basset_hound
german_shorthaired_78,15,dog,german_shorthaired
american_pit_bull_terrier_114,26,dog,american_pit_bull_terrier
Egyptian_Mau_58,0,cat,Egyptian_Mau
english_cocker_spaniel_109,29,dog,english_cocker_spaniel
yorkshire_terrier_145,25,dog,yorkshire_terrier
wheaten_terrier_132,14,dog,wheaten_terrier
keeshond_31,28,dog,keeshond
yorkshire_terrier_176,25,dog,yorkshire_terrier
Egyptian_Mau_122,0,cat,Egyptian_Mau
leonberger_129,18,dog,leonberger
american_pit_bull_terrier_40,26,dog,american_pit_bull_terrier
basset_hound_114,33,dog,basset_hound
Persian_135,1,cat,Persian
german_shorthaired_145,15,dog,german_shorthaired
german_shorthaired_107,15,dog,german_shorthaired
Siamese_143,5,cat,Siamese
german_shorthaired_58,15,dog,german_shorthaired
staffordshire_bull_terrier_80,30,dog,staffordshire_bull_terrier
Persian_270,1,cat,Persian
saint_bernard_36,32,dog,saint_bernard
english_cocker_spaniel_157,29,dog,english_cocker_spaniel
Persian_47,1,cat,Persian
Ragdoll_141,2,cat,Ragdoll
pomeranian_100,31,dog,pomeranian
Egyptian_Mau_215,0,cat,Egyptian_Mau
english_setter_21,21,dog,english_setter
chihuahua_51,23,dog,chihuahua
boxer_187,17,dog,boxer
pug_55,27,dog,pug
leonberger_74,18,dog,leonberger
Bombay_42,3,cat,Bombay
Sphynx_74,7,cat,Sphynx
havanese_43,13,dog,havanese
english_cocker_spaniel_125,29,dog,english_cocker_spaniel
saint_bernard_5,32,dog,saint_bernard
Birman_3,10,cat,Birman
staffordshire_bull_terrier_190,30,dog,staffordshire_bull_terrier
Birman_61,10,cat,Birman
english_setter_84,21,dog,english_setter
english_setter_103,21,dog,english_setter
Maine_Coon_8,4,cat,Maine_Coon
Maine_Coon_269,4,cat,Maine_Coon
shiba_inu_203,20,dog,shiba_inu
Russian_Blue_115,11,cat,Russian_Blue
saint_bernard_199,32,dog,saint_bernard
Ragdoll_63,2,cat,Ragdoll
german_shorthaired_137,15,dog,german_shorthaired
Bombay_138,3,cat,Bombay
Maine_Coon_109,4,cat,Maine_Coon
keeshond_188,28,dog,keeshond
english_setter_134,21,dog,english_setter
scottish_terrier_89,24,dog,scottish_terrier
miniature_pinscher_18,19,dog,miniature_pinscher
chihuahua_165,23,dog,chihuahua
keeshond_191,28,dog,keeshond
Birman_87,10,cat,Birman
shiba_inu_130,20,dog,shiba_inu
japanese_chin_163,22,dog,japanese_chin
yorkshire_terrier_189,25,dog,yorkshire_terrier
beagle_104,35,dog,beagle
miniature_pinscher_72,19,dog,miniature_pinscher
german_shorthaired_56,15,dog,german_shorthaired
saint_bernard_17,32,dog,saint_bernard
pug_80,27,dog,pug
British_Shorthair_16,8,cat,British_Shorthair
Bombay_166,3,cat,Bombay
newfoundland_51,34,dog,newfoundland
Ragdoll_262,2,cat,Ragdoll
British_Shorthair_163,8,cat,British_Shorthair
Maine_Coon_214,4,cat,Maine_Coon
Sphynx_143,7,cat,Sphynx
beagle_15,35,dog,beagle
staffordshire_bull_terrier_10,30,dog,staffordshire_bull_terrier
beagle_8,35,dog,beagle
Persian_40,1,cat,Persian
Abyssinian_172,6,cat,Abyssinian
wheaten_terrier_155,14,dog,wheaten_terrier
basset_hound_158,33,dog,basset_hound
english_cocker_spaniel_44,29,dog,english_cocker_spaniel
beagle_81,35,dog,beagle
samoyed_35,16,dog,samoyed
Bengal_200,9,cat,Bengal
Sphynx_55,7,cat,Sphynx
Maine_Coon_210,4,cat,Maine_Coon
Birman_53,10,cat,Birman
Bombay_108,3,cat,Bombay
Abyssinian_44,6,cat,Abyssinian
Birman_102,10,cat,Birman
Russian_Blue_173,11,cat,Russian_Blue
pug_155,27,dog,pug
Bombay_154,3,cat,Bombay
shiba_inu_121,20,dog,shiba_inu
beagle_121,35,dog,beagle
yorkshire_terrier_132,25,dog,yorkshire_terrier
boxer_68,17,dog,boxer
Siamese_233,5,cat,Siamese
leonberger_179,18,dog,leonberger
basset_hound_62,33,dog,basset_hound
leonberger_145,18,dog,leonberger
staffordshire_bull_terrier_198,30,dog,staffordshire_bull_terrier
Bengal_177,9,cat,Bengal
german_shorthaired_98,15,dog,german_shorthaired
Bombay_73,3,cat,Bombay
Siamese_6,5,cat,Siamese
newfoundland_18,34,dog,newfoundland
keeshond_137,28,dog,keeshond
scottish_terrier_60,24,dog,scottish_terrier
Ragdoll_87,2,cat,Ragdoll
leonberger_139,18,dog,leonberger
scottish_terrier_114,24,dog,scottish_terrier
beagle_201,35,dog,beagle
Bombay_164,3,cat,Bombay
newfoundland_8,34,dog,newfoundland
saint_bernard_104,32,dog,saint_bernard
american_bulldog_95,36,dog,american_bulldog
samoyed_145,16,dog,samoyed
samoyed_45,16,dog,samoyed
Persian_161,1,cat,Persian
yorkshire_terrier_33,25,dog,yorkshire_terrier
pug_62,27,dog,pug
english_cocker_spaniel_95,29,dog,english_cocker_spaniel
boxer_162,17,dog,boxer
Birman_16,10,cat,Birman
Birman_101,10,cat,Birman
saint_bernard_71,32,dog,saint_bernard
British_Shorthair_100,8,cat,British_Shorthair
scottish_terrier_49,24,dog,scottish_terrier
pomeranian_132,31,dog,pomeranian
yorkshire_terrier_57,25,dog,yorkshire_terrier
Ragdoll_32,2,cat,Ragdoll
leonberger_59,18,dog,leonberger
english_setter_121,21,dog,english_setter
Ragdoll_81,2,cat,Ragdoll
Bombay_29,3,cat,Bombay
Birman_152,10,cat,Birman
basset_hound_150,33,dog,basset_hound
miniature_pinscher_40,19,dog,miniature_pinscher
boxer_167,17,dog,boxer
pug_106,27,dog,pug
leonberger_187,18,dog,leonberger
japanese_chin_173,22,dog,japanese_chin
miniature_pinscher_122,19,dog,miniature_pinscher
saint_bernard_100,32,dog,saint_bernard
Birman_32,10,cat,Birman
leonberger_85,18,dog,leonberger
english_setter_194,21,dog,english_setter
boxer_26,17,dog,boxer
Bengal_199,9,cat,Bengal
pug_77,27,dog,pug
Abyssinian_226,6,cat,Abyssinian
Maine_Coon_27,4,cat,Maine_Coon
pug_91,27,dog,pug
Russian_Blue_146,11,cat,Russian_Blue
saint_bernard_20,32,dog,saint_bernard
staffordshire_bull_terrier_98,30,dog,staffordshire_bull_terrier
yorkshire_terrier_67,25,dog,yorkshire_terrier
havanese_7,13,dog,havanese
english_setter_1,21,dog,english_setter
samoyed_192,16,dog,samoyed
British_Shorthair_56,8,cat,British_Shorthair
great_pyrenees_137,12,dog,great_pyrenees
leonberger_69,18,dog,leonberger
Sphynx_107,7,cat,Sphynx
miniature_pinscher_50,19,dog,miniature_pinscher
Bengal_115,9,cat,Bengal
yorkshire_terrier_168,25,dog,yorkshire_terrier
Bengal_111,9,cat,Bengal
english_setter_126,21,dog,english_setter
scottish_terrier_129,24,dog,scottish_terrier
saint_bernard_180,32,dog,saint_bernard
newfoundland_183,34,dog,newfoundland
great_pyrenees_173,12,dog,great_pyrenees
Bombay_62,3,cat,Bombay
Bengal_26,9,cat,Bengal
keeshond_18,28,dog,keeshond
pomeranian_18,31,dog,pomeranian
english_cocker_spaniel_143,29,dog,english_cocker_spaniel
Russian_Blue_36,11,cat,Russian_Blue
japanese_chin_44,22,dog,japanese_chin
staffordshire_bull_terrier_75,30,dog,staffordshire_bull_terrier
Egyptian_Mau_201,0,cat,Egyptian_Mau
scottish_terrier_85,24,dog,scottish_terrier
english_setter_47,21,dog,english_setter
havanese_86,13,dog,havanese
yorkshire_terrier_115,25,dog,yorkshire_terrier
chihuahua_132,23,dog,chihuahua
staffordshire_bull_terrier_131,30,dog,staffordshire_bull_terrier
pomeranian_4,31,dog,pomeranian
havanese_56,13,dog,havanese
samoyed_15,16,dog,samoyed
Sphynx_24,7,cat,Sphynx
yorkshire_terrier_137,25,dog,yorkshire_terrier
yorkshire_terrier_21,25,dog,yorkshire_terrier
american_bulldog_201,36,dog,american_bulldog
Bombay_93,3,cat,Bombay
Persian_181,1,cat,Persian
Bombay_86,3,cat,Bombay
Birman_126,10,cat,Birman
Persian_172,1,cat,Persian
boxer_181,17,dog,boxer
staffordshire_bull_terrier_88,30,dog,staffordshire_bull_terrier
shiba_inu_108,20,dog,shiba_inu
leonberger_14,18,dog,leonberger
basset_hound_154,33,dog,basset_hound
staffordshire_bull_terrier_90,30,dog,staffordshire_bull_terrier
pomeranian_23,31,dog,pomeranian
Russian_Blue_236,11,cat,Russian_Blue
pomeranian_142,31,dog,pomeranian
pomeranian_107,31,dog,pomeranian
beagle_145,35,dog,beagle
British_Shorthair_137,8,cat,British_Shorthair
boxer_133,17,dog,boxer
keeshond_180,28,dog,keeshond
pug_81,27,dog,pug
Siamese_44,5,cat,Siamese
shiba_inu_4,20,dog,shiba_inu
basset_hound_151,33,dog,basset_hound
Siamese_76,5,cat,Siamese
saint_bernard_4,32,dog,saint_bernard
wheaten_terrier_185,14,dog,wheaten_terrier
Egyptian_Mau_95,0,cat,Egyptian_Mau
english_setter_107,21,dog,english_setter
samoyed_13,16,dog,samoyed
wheaten_terrier_125,14,dog,wheaten_terrier
american_bulldog_122,36,dog,american_bulldog
Ragdoll_265,2,cat,Ragdoll
Russian_Blue_221,11,cat,Russian_Blue
saint_bernard_85,32,dog,saint_bernard
shiba_inu_86,20,dog,shiba_inu
keeshond_173,28,dog,keeshond
pug_203,27,dog,pug
newfoundland_107,34,dog,newfoundland
Ragdoll_31,2,cat,Ragdoll
Abyssinian_207,6,cat,Abyssinian
english_setter_99,21,dog,english_setter
Maine_Coon_60,4,cat,Maine_Coon
yorkshire_terrier_109,25,dog,yorkshire_terrier
Bombay_213,3,cat,Bombay
chihuahua_141,23,dog,chihuahua
Siamese_56,5,cat,Siamese
leonberger_8,18,dog,leonberger
Persian_19,1,cat,Persian
Birman_173,10,cat,Birman
great_pyrenees_134,12,dog,great_pyrenees
american_pit_bull_terrier_28,26,dog,american_pit_bull_terrier
american_pit_bull_terrier_64,26,dog,american_pit_bull_terrier
wheaten_terrier_108,14,dog,wheaten_terrier
wheaten_terrier_150,14,dog,wheaten_terrier
beagle_26,35,dog,beagle
saint_bernard_77,32,dog,saint_bernard
shiba_inu_27,20,dog,shiba_inu
havanese_22,13,dog,havanese
Bombay_26,3,cat,Bombay
leonberger_98,18,dog,leonberger
Russian_Blue_133,11,cat,Russian_Blue
english_setter_45,21,dog,english_setter
Siamese_100,5,cat,Siamese
Persian_10,1,cat,Persian
english_cocker_spaniel_56,29,dog,english_cocker_spaniel
Egyptian_Mau_140,0,cat,Egyptian_Mau
american_bulldog_25,36,dog,american_bulldog
scottish_terrier_7,24,dog,scottish_terrier
Bengal_82,9,cat,Bengal
shiba_inu_126,20,dog,shiba_inu
miniature_pinscher_119,19,dog,miniature_pinscher
Birman_109,10,cat,Birman
boxer_103,17,dog,boxer
saint_bernard_147,32,dog,saint_bernard
leonberger_20,18,dog,leonberger
japanese_chin_59,22,dog,japanese_chin
havanese_25,13,dog,havanese
wheaten_terrier_124,14,dog,wheaten_terrier
